gen_uid,cust_key,first_name_cl,family_name_cl,mobile_no_cl,mobile_no_dsp,source_name,birth_date_cl,birth_date_dsp,email_cl,email_dsp,update_date
t391,1051013508,amanda,okazaki,809192980,809192980,CRM,30/11/84 00:00,30/11/84 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,14/3/33 00:00
t392,1061025816,amanda,okazaki,809192983,809192983,CRM,3/12/84 00:00,3/12/84 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,17/3/33 00:00
t393,1131039835,amanda,okazaki,809192986,809192986,CRM,6/12/84 00:00,6/12/84 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,20/3/33 00:00
t394,1081028432,amanda,okazaki,809192989,809192989,CRM,9/12/84 00:00,9/12/84 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,23/3/33 00:00
t395,1251024986,amanda,okazaki,809192992,809192992,CRM,12/12/84 00:00,12/12/84 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,26/3/33 00:00
t396,1021021570,amanda,okazaki,809192995,809192995,CRM,15/12/84 00:00,15/12/84 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,29/3/33 00:00
t397,1051032234,amanda,okazaki,809192998,809192998,CRM,18/12/84 00:00,18/12/84 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,1/4/33 00:00
t398,CRM100000697,amanda,okazaki,809193001,809193001,CRM,21/12/84 00:00,21/12/84 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,4/4/33 00:00
t399,1081007407,amanda,okazaki,809193004,809193004,CRM,24/12/84 00:00,24/12/84 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,7/4/33 00:00
t4,1151010510,amanda,okazaki,809193007,809193007,CRM,27/12/84 00:00,27/12/84 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,10/4/33 00:00
t40,1071005403,amanda,okazaki,809193010,809193010,CRM,30/12/84 00:00,30/12/84 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,13/4/33 00:00
t400,1051011473,amanda,okazaki,809193013,809193013,CRM,2/1/85 00:00,2/1/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,16/4/33 00:00
t401,1131034590,amanda,okazaki,809193016,809193016,CRM,5/1/85 00:00,5/1/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,19/4/33 00:00
t402,CRM100000698,amanda,okazaki,809193019,809193019,CRM,8/1/85 00:00,8/1/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,22/4/33 00:00
t403,1021034109,amanda,okazaki,809193022,809193022,CRM,11/1/85 00:00,11/1/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,25/4/33 00:00
t404,1071014432,amanda,okazaki,809193025,809193025,CRM,14/1/85 00:00,14/1/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,28/4/33 00:00
t405,8235003935,amanda,okazaki,809193028,809193028,CRM,17/1/85 00:00,17/1/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,1/5/33 00:00
t406,1091018006,amanda,okazaki,809193031,809193031,CRM,20/1/85 00:00,20/1/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,4/5/33 00:00
t407,1091017392,amanda,okazaki,809193034,809193034,CRM,23/1/85 00:00,23/1/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,7/5/33 00:00
t408,1091010098,amanda,okazaki,809193037,809193037,CRM,26/1/85 00:00,26/1/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,10/5/33 00:00
t409,1161033126,amanda,okazaki,809193040,809193040,CRM,29/1/85 00:00,29/1/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,13/5/33 00:00
t41,1051010217,amanda,okazaki,809193043,809193043,CRM,1/2/85 00:00,1/2/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,16/5/33 00:00
t410,1151012886,amanda,okazaki,809193046,809193046,CRM,4/2/85 00:00,4/2/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,19/5/33 00:00
t411,1151018625,amanda,okazaki,809193049,809193049,CRM,7/2/85 00:00,7/2/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,22/5/33 00:00
t412,1131032285,amanda,okazaki,809193052,809193052,CRM,10/2/85 00:00,10/2/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,25/5/33 00:00
t413,1091018842,amanda,okazaki,809193055,809193055,CRM,13/2/85 00:00,13/2/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,28/5/33 00:00
t414,1041019987,amanda,okazaki,809193058,809193058,CRM,16/2/85 00:00,16/2/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,31/5/33 00:00
t415,1171018929,amanda,okazaki,809193061,809193061,CRM,19/2/85 00:00,19/2/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,3/6/33 00:00
t416,1251023559,amanda,okazaki,809193064,809193064,CRM,22/2/85 00:00,22/2/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,6/6/33 00:00
t417,CRM100000699,amanda,okazaki,809193067,809193067,CRM,25/2/85 00:00,25/2/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,9/6/33 00:00
t418,1348000015,amanda,okazaki,809193070,809193070,CRM,28/2/85 00:00,28/2/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,12/6/33 00:00
t419,2071004098,amanda,okazaki,809193073,809193073,CRM,3/3/85 00:00,3/3/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,15/6/33 00:00
t42,1021052291,amanda,okazaki,809193076,809193076,CRM,6/3/85 00:00,6/3/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,18/6/33 00:00
t420,1091014760,amanda,okazaki,809193079,809193079,CRM,9/3/85 00:00,9/3/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,21/6/33 00:00
t421,1061027162,amanda,okazaki,809193082,809193082,CRM,12/3/85 00:00,12/3/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,24/6/33 00:00
t422,1151020312,amanda,okazaki,809193085,809193085,CRM,15/3/85 00:00,15/3/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,27/6/33 00:00
t423,1151007518,amanda,okazaki,809193088,809193088,CRM,18/3/85 00:00,18/3/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,30/6/33 00:00
t424,1061001080,amanda,okazaki,809193091,809193091,CRM,21/3/85 00:00,21/3/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,3/7/33 00:00
t425,4011000514,amanda,okazaki,809193094,809193094,CRM,24/3/85 00:00,24/3/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,6/7/33 00:00
t426,1021035784,amanda,okazaki,809193097,809193097,CRM,27/3/85 00:00,27/3/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,9/7/33 00:00
t427,1081028971,amanda,okazaki,809193100,809193100,CRM,30/3/85 00:00,30/3/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,12/7/33 00:00
t428,1251016184,amanda,okazaki,809193103,809193103,CRM,2/4/85 00:00,2/4/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,15/7/33 00:00
t429,1251016779,amanda,okazaki,809193106,809193106,CRM,5/4/85 00:00,5/4/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,18/7/33 00:00
t43,1051001810,amanda,okazaki,809193109,809193109,CRM,8/4/85 00:00,8/4/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,21/7/33 00:00
t430,1061002796,amanda,okazaki,809193112,809193112,CRM,11/4/85 00:00,11/4/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,24/7/33 00:00
t431,1131014992,amanda,okazaki,809193115,809193115,CRM,14/4/85 00:00,14/4/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,27/7/33 00:00
t432,1061004393,amanda,okazaki,809193118,809193118,CRM,17/4/85 00:00,17/4/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,30/7/33 00:00
t433,1131051860,amanda,okazaki,809193121,809193121,CRM,20/4/85 00:00,20/4/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,2/8/33 00:00
t434,1071018573,amanda,okazaki,809193124,809193124,CRM,23/4/85 00:00,23/4/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,5/8/33 00:00
t435,1071023684,amanda,okazaki,809193127,809193127,CRM,26/4/85 00:00,26/4/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,8/8/33 00:00
t436,1021036580,amanda,okazaki,809193130,809193130,CRM,29/4/85 00:00,29/4/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,11/8/33 00:00
t437,1071001035,amanda,okazaki,809193133,809193133,CRM,2/5/85 00:00,2/5/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,14/8/33 00:00
t438,1061005503,amanda,okazaki,809193136,809193136,CRM,5/5/85 00:00,5/5/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,17/8/33 00:00
t439,1061023743,amanda,okazaki,809193139,809193139,CRM,8/5/85 00:00,8/5/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,20/8/33 00:00
t44,1021066972,amanda,okazaki,809193142,809193142,CRM,11/5/85 00:00,11/5/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,23/8/33 00:00
t440,1091013081,amanda,okazaki,809193145,809193145,CRM,14/5/85 00:00,14/5/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,26/8/33 00:00
t441,1091006836,amanda,okazaki,809193148,809193148,CRM,17/5/85 00:00,17/5/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,29/8/33 00:00
t442,1131049936,amanda,okazaki,809193151,809193151,CRM,20/5/85 00:00,20/5/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,1/9/33 00:00
t443,1151001769,amanda,okazaki,809193154,809193154,CRM,23/5/85 00:00,23/5/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,4/9/33 00:00
t444,1041035327,amanda,okazaki,809193157,809193157,CRM,26/5/85 00:00,26/5/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,7/9/33 00:00
t445,1051010681,amanda,okazaki,809193160,809193160,CRM,29/5/85 00:00,29/5/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,10/9/33 00:00
t446,1091012219,amanda,okazaki,809193163,809193163,CRM,1/6/85 00:00,1/6/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,13/9/33 00:00
t447,1131048463,amanda,okazaki,809193166,809193166,CRM,4/6/85 00:00,4/6/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,16/9/33 00:00
t448,1091012832,amanda,okazaki,809193169,809193169,CRM,7/6/85 00:00,7/6/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,19/9/33 00:00
t449,1081006500,amanda,okazaki,809193172,809193172,CRM,10/6/85 00:00,10/6/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,22/9/33 00:00
t45,1071011227,amanda,okazaki,809193175,809193175,CRM,13/6/85 00:00,13/6/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,25/9/33 00:00
t450,1081013909,amanda,okazaki,809193178,809193178,CRM,16/6/85 00:00,16/6/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,28/9/33 00:00
t451,1021063869,amanda,okazaki,809193181,809193181,CRM,19/6/85 00:00,19/6/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,1/10/33 00:00
t452,1081010371,amanda,okazaki,809193184,809193184,CRM,22/6/85 00:00,22/6/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,4/10/33 00:00
t453,1091019602,amanda,okazaki,809193187,809193187,CRM,25/6/85 00:00,25/6/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,7/10/33 00:00
t454,1151016809,amanda,okazaki,809193190,809193190,CRM,28/6/85 00:00,28/6/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,10/10/33 00:00
t455,1088000082,amanda,okazaki,809193193,809193193,CRM,1/7/85 00:00,1/7/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,13/10/33 00:00
t456,1091004447,amanda,okazaki,809193196,809193196,CRM,4/7/85 00:00,4/7/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,16/10/33 00:00
t457,1131036620,amanda,okazaki,809193199,809193199,CRM,7/7/85 00:00,7/7/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,19/10/33 00:00
t458,1091012524,amanda,okazaki,809193202,809193202,CRM,10/7/85 00:00,10/7/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,22/10/33 00:00
t459,1061042223,amanda,okazaki,809193205,809193205,CRM,13/7/85 00:00,13/7/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,25/10/33 00:00
t46,1251024665,amanda,okazaki,809193208,809193208,CRM,16/7/85 00:00,16/7/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,28/10/33 00:00
t460,CRM100000700,amanda,okazaki,809193211,809193211,CRM,19/7/85 00:00,19/7/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,31/10/33 00:00
t461,1061044608,amanda,okazaki,809193214,809193214,CRM,22/7/85 00:00,22/7/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,3/11/33 00:00
t462,CRM100000701,amanda,okazaki,809193217,809193217,CRM,25/7/85 00:00,25/7/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,6/11/33 00:00
t463,1131059774,amanda,okazaki,809193220,809193220,CRM,28/7/85 00:00,28/7/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,9/11/33 00:00
t464,1011072158,amanda,okazaki,809193223,809193223,CRM,31/7/85 00:00,31/7/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,12/11/33 00:00
t465,1021041943,amanda,okazaki,809193226,809193226,CRM,3/8/85 00:00,3/8/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,15/11/33 00:00
t466,1091018645,amanda,okazaki,809193229,809193229,CRM,6/8/85 00:00,6/8/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,18/11/33 00:00
t467,1081005746,amanda,okazaki,809193232,809193232,CRM,9/8/85 00:00,9/8/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,21/11/33 00:00
t468,1068000131,amanda,okazaki,809193235,809193235,CRM,12/8/85 00:00,12/8/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,24/11/33 00:00
t469,1131023628,amanda,okazaki,809193238,809193238,CRM,15/8/85 00:00,15/8/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,27/11/33 00:00
t47,1091013493,amanda,okazaki,809193241,809193241,CRM,18/8/85 00:00,18/8/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,30/11/33 00:00
t470,1251007672,amanda,okazaki,809193244,809193244,CRM,21/8/85 00:00,21/8/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,3/12/33 00:00
t471,1051005534,amanda,okazaki,809193247,809193247,CRM,24/8/85 00:00,24/8/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,6/12/33 00:00
t472,1051019252,amanda,okazaki,809193250,809193250,CRM,27/8/85 00:00,27/8/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,9/12/33 00:00
t473,1091000023,amanda,okazaki,809193253,809193253,CRM,30/8/85 00:00,30/8/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,12/12/33 00:00
t474,1081015816,amanda,okazaki,809193256,809193256,CRM,2/9/85 00:00,2/9/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,15/12/33 00:00
t475,1011054161,amanda,okazaki,809193259,809193259,CRM,5/9/85 00:00,5/9/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,18/12/33 00:00
t476,1061041017,amanda,okazaki,809193262,809193262,CRM,8/9/85 00:00,8/9/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,21/12/33 00:00
t477,1091018505,amanda,okazaki,809193265,809193265,CRM,11/9/85 00:00,11/9/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,24/12/33 00:00
t478,8246005137,amanda,okazaki,809193268,809193268,CRM,14/9/85 00:00,14/9/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,27/12/33 00:00
t479,1081009501,amanda,okazaki,809193271,809193271,CRM,17/9/85 00:00,17/9/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,30/12/33 00:00
t48,1091007721,amanda,okazaki,809193274,809193274,CRM,20/9/85 00:00,20/9/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,2/1/34 00:00
t480,1051005202,amanda,okazaki,809193277,809193277,CRM,23/9/85 00:00,23/9/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,5/1/34 00:00
t481,1021020933,amanda,okazaki,809193280,809193280,CRM,26/9/85 00:00,26/9/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,8/1/34 00:00
t482,CRM100000702,amanda,okazaki,809193283,809193283,CRM,29/9/85 00:00,29/9/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,11/1/34 00:00
t483,CRM100000703,amanda,okazaki,809193286,809193286,CRM,2/10/85 00:00,2/10/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,14/1/34 00:00
t484,1021043684,amanda,okazaki,809193289,809193289,,5/10/85 00:00,5/10/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,17/1/34 00:00
t485,1051015088,amanda,okazaki,809193292,809193292,CRM,8/10/85 00:00,8/10/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,20/1/34 00:00
t486,8221012162,amanda,okazaki,809193295,809193295,CRM,11/10/85 00:00,11/10/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,23/1/34 00:00
t487,1058000471,amanda,okazaki,809193297,809193297,CRM,13/10/85 00:00,13/10/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,25/1/34 00:00
t488,1121044273,amanda,okazaki,809193301,809193301,CRM,17/10/85 00:00,17/10/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,29/1/34 00:00
t489,1051001641,amanda,okazaki,809193303,809193303,CRM,19/10/85 00:00,19/10/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,31/1/34 00:00
t49,1251024514,amanda,okazaki,809193307,809193307,CRM,23/10/85 00:00,23/10/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,4/2/34 00:00
t490,1061016074,amanda,okazaki,809193310,809193310,CRM,26/10/85 00:00,26/10/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,7/2/34 00:00
t491,3081008012,amanda,okazaki,809193313,809193313,CRM,29/10/85 00:00,29/10/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,10/2/34 00:00
t492,1091017111,amanda,okazaki,809193316,809193316,CRM,1/11/85 00:00,1/11/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,13/2/34 00:00
t493,1091012562,amanda,okazaki,809193319,809193319,CRM,4/11/85 00:00,4/11/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,16/2/34 00:00
t494,1061004151,amanda,okazaki,809193322,809193322,CRM,7/11/85 00:00,7/11/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,19/2/34 00:00
t495,1168001282,amanda,okazaki,809193325,809193325,CRM,10/11/85 00:00,10/11/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,22/2/34 00:00
t496,1088001519,amanda,okazaki,809193328,809193328,CRM,13/11/85 00:00,13/11/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,25/2/34 00:00
t497,1088001448,amanda,okazaki,809193331,809193331,CRM,16/11/85 00:00,16/11/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,28/2/34 00:00
t498,1021075325,amanda,okazaki,809193334,809193334,CRM,19/11/85 00:00,19/11/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,3/3/34 00:00
t499,2210001401,amanda,okazaki,809193337,809193337,CRM,22/11/85 00:00,22/11/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,6/3/34 00:00
t5,1251001157,amanda,okazaki,809193340,809193340,CRM,25/11/85 00:00,25/11/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,9/3/34 00:00
t50,1121012528,amanda,okazaki,809193343,809193343,CRM,28/11/85 00:00,28/11/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,12/3/34 00:00
t500,1058001259,amanda,okazaki,809193346,809193346,,1/12/85 00:00,1/12/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,15/3/34 00:00
t501,1251010280,amanda,okazaki,809193348,809193348,CRM,3/12/85 00:00,3/12/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,17/3/34 00:00
t502,1058000992,amanda,okazaki,809193352,809193352,,7/12/85 00:00,7/12/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,21/3/34 00:00
t503,1021103459,amanda,okazaki,809193355,809193355,CRM,10/12/85 00:00,10/12/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,24/3/34 00:00
t504,CRM100000705,amanda,okazaki,809193358,809193358,CRM,13/12/85 00:00,13/12/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,27/3/34 00:00
t505,1081003892,amanda,okazaki,809193361,809193361,CRM,16/12/85 00:00,16/12/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,30/3/34 00:00
t506,1061001747,amanda,okazaki,809193364,809193364,CRM,19/12/85 00:00,19/12/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,2/4/34 00:00
t507,1181024995,amanda,okazaki,809193367,809193367,CRM,22/12/85 00:00,22/12/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,5/4/34 00:00
t508,1051023131,amanda,okazaki,809193370,809193370,CRM,25/12/85 00:00,25/12/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,8/4/34 00:00
t509,1251024526,amanda,okazaki,809193373,809193373,CRM,28/12/85 00:00,28/12/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,11/4/34 00:00
t51,1251002612,amanda,okazaki,809193376,809193376,CRM,31/12/85 00:00,31/12/85 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,14/4/34 00:00
t510,3131004813,amanda,okazaki,809193378,809193378,CRM,2/1/86 00:00,2/1/86 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,16/4/34 00:00
t511,1021080084,amanda,okazaki,809193382,809193382,CRM,6/1/86 00:00,6/1/86 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,20/4/34 00:00
t512,1081024625,amanda,okazaki,809193385,809193385,CRM,9/1/86 00:00,9/1/86 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,23/4/34 00:00
t513,1081010221,amanda,okazaki,809193388,809193388,CRM,12/1/86 00:00,12/1/86 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,26/4/34 00:00
t514,1251024520,amanda,okazaki,809193391,809193391,CRM,15/1/86 00:00,15/1/86 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,29/4/34 00:00
t515,1098000286,amanda,okazaki,809193394,809193394,CRM,18/1/86 00:00,18/1/86 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,2/5/34 00:00
t516,1131059740,amanda,okazaki,809193397,809193397,CRM,21/1/86 00:00,21/1/86 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,5/5/34 00:00
t517,1021042567,amanda,okazaki,809193400,809193400,CRM,24/1/86 00:00,24/1/86 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,8/5/34 00:00
t518,1051014642,amanda,okazaki,809193403,809193403,CRM,27/1/86 00:00,27/1/86 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,11/5/34 00:00
t519,CRM100000706,amanda,okazaki,809193406,809193406,CRM,30/1/86 00:00,30/1/86 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,14/5/34 00:00
t52,1251016224,amanda,okazaki,809193409,809193409,CRM,2/2/86 00:00,2/2/86 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,17/5/34 00:00
t520,1151014043,amanda,okazaki,809193412,809193412,CRM,5/2/86 00:00,5/2/86 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,20/5/34 00:00
t521,1091010727,amanda,okazaki,809193415,809193415,CRM,8/2/86 00:00,8/2/86 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,23/5/34 00:00
t522,1071006853,amanda,okazaki,809193418,809193418,CRM,11/2/86 00:00,11/2/86 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,26/5/34 00:00
t523,1091010165,amanda,okazaki,809193421,809193421,CRM,14/2/86 00:00,14/2/86 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,29/5/34 00:00
t524,1081011081,amanda,okazaki,809193424,809193424,CRM,17/2/86 00:00,17/2/86 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,1/6/34 00:00
t525,1091013235,amanda,okazaki,809193427,809193427,CRM,20/2/86 00:00,20/2/86 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,4/6/34 00:00
t526,1131004999,amanda,okazaki,809193430,809193430,CRM,23/2/86 00:00,23/2/86 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,7/6/34 00:00
t527,1071004949,amanda,okazaki,809193433,809193433,CRM,26/2/86 00:00,26/2/86 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,10/6/34 00:00
t528,1051019628,amanda,okazaki,809193436,809193436,CRM,1/3/86 00:00,1/3/86 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,13/6/34 00:00
t529,1051014853,amanda,okazaki,809193439,809193439,CRM,4/3/86 00:00,4/3/86 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,16/6/34 00:00
t53,1081016469,amanda,okazaki,809193442,809193442,CRM,7/3/86 00:00,7/3/86 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,19/6/34 00:00
t530,1021062688,amanda,okazaki,809193445,809193445,CRM,10/3/86 00:00,10/3/86 00:00,surachai_p2550@hotmail.com,surachai_p2550@hotmail.com,22/6/34 00:00
